Original	Translation
2d8a91a378510993	Você não está guardando segredos de mim, está?
3578939d8d2cbd48	Artes Místicas
9a223b12f2c8182a	Douzi
0e24df9bf9146284	Obtido após completar Encontro - Gíria Local
7293ce1f98faa841	Vínculo do Herói
4fa16fc7556fb938	Vitalidade é necessária para lançar Artes Místicas. Certas ações de recuperação têm uma chance de #Y100%#E de conceder #Y1#E de Vitalidade bônus. Chance de #Y10%#E de ganhar #Y1#E de Vitalidade bônus quando você ganha Vitalidade ao atacar ou receber um golpe.
b1d11016e555ac44	Não, não, não quero dizer que é uma pena para você. É uma pena para mim! Com um talento como o seu, se você não se juntar à Windpress, vou me arrepender para sempre!
15412327d0376571	Aguardar Desenvolvimentos
04a941a63564c933	Nosso vinho usa a receita da Taverna das Mangas Vermelhas de Céu Caído. Quer uma taça?
df386991ce091e3e	Espere! Vou pegar um guarda-chuva!
8847f2aba3509618	Platina
e91f7c9c05a43e5c	Você não pode procurar um vínculo temporariamente devido à violação das regras de informação.
1dc864e03c2740ff	Ossos Quebrados
beaf64aac3dc1af1	Complete o Capítulo Fragmentado Legado: O Caminho dos Curandeiros
81400c5c808ca001	Osso Quebrado
10ff786d4359933a	Observe o vento viajar através das árvores de salgueiro e as ameixeiras cobertas de neve à noite.\nA garota inocente daqueles anos atrás experimentou as dificuldades da vida.\nQuando ela trocou palavras de amor com seu amante no topo da montanha nevada, tudo ficou claro.\nA Arte Interna faltante que ela foi forçada a estudar foi concluída.\nA ameixeira na neve finalmente vê a primavera que estava esperando.
56849bf61c2aad71	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
adeadc7f069c4c02	Osso Quebrado
31fe3509abaf3c95	Os Gritos Parecem Vir de uma Pilha de Areia à Frente—Tente Usar a Arte Mística: Apreensão Celestial
23e29dcdf02e21a9	"A Brasa do Leste está sediando a Assembleia dos Heróis no Salão da Folia. Vá até lá para se encontrar com o Sr. Zhao.\n#RComplete o Capítulo Perdido de Kaifeng II: ""Reunião dos Heróis—Investigação"" para desbloquear ""Volume da História Secundária II: Sombras em Floração.""#E"
aef21e4d31bc0c15	Celeiro Sempre-Normal
444388c04e77aeb0	60% de chance de aumentar a chance de Língua Afiada em 39%, acumulando até 6 vezes.
87d011219bb5d846	Rápido, olhe ali!
39ba5264aa672e8c	Prezado Andarilho,\n\nLevado pelo vento, nosso laço perdura.\n\nSua equipe alcançou 5 membros. Anexos estão suas recompensas. Por favor, aceite-as assim que possível.
fc52650f4049974a	Completar [Despertar da Arte Interna 2]
3fe27db3e03158d5	Dominador
dd453aaef1e323c4	Metade da Jade da Luz de Buda caiu de Ye Wanshan. \nQuando você a pegou, pareceu que a Torre do Pecado atrás de você desabou. \nVocê saiu da ilusão.
79ff2f68fe54202e	Quando Tristeza Sem Vinho causa pelo menos 5 acertos no mesmo alvo dentro de 3 segundos, aplica 1 acúmulo de efeito Espanto-Espiritual e o efeito Vinho Gu durando 15 segundos: Dano recebido da fonte do efeito é aumentado em #Y5%#E.
2e6010bfad595568	Vou colher as que florescem mais cedo e preparar um chá de crisântemo e alcaçuz para todos.
a9a9eb3ae8a0739b	"Pergunte sobre a ""pessoa que deixou a escrita na lista de flores"""
2185223048908c6f	Você fala tão sofisticado, como um cara simples como eu vai entender?
1dcea06e4c79a2cb	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
44627916370d1a30	[Event Rewards] Cinco companheiros, um de Jianghu.
7dfbb4f8b05fe088	Todos em Hexi podem olhar para cima e ver a lua. \nPortão Yumen Varrido pelo Vento, onde a areia enterra almas leais. \nComplete requisitos de desbloqueio especificados para desbloquear #GMissão Secundária de Hexi#E.
92a0332006ee01b9	Se sentindo cansado? Talvez devêssemos fazer uma pausa.
85175bff25e16269	"Diante de você está uma lápide com as palavras gravadas: ""Túmulo do Colosso"".\nO epitáfio narra as mortes dos Colossos ao longo das eras—\nCada Colosso, após cumprir seu dever de domar as águas, deve cair pela mão do próximo Mestre do Rio. É o ritual de passagem—a provação que devem enfrentar."
cdd5dfc6f7d07a0a	A sede do Arauto Oriental fica logo adiante, com os Ventanários entrando e saindo o dia todo. Se quiser encontrá-los, vá direto para a sede.
7f4356c68259c2cb	#YVitalidade#E é necessária para lançar Artes Místicas. Certas ações de recuperação têm chance de conceder Vitalidade bônus. Após lançar uma Arte Mística, parte da Vitalidade consumida dentro de um curto período será reembolsada (Vitalidade reembolsada por lançamento não pode exceder um certo limite).
35614452608ed4a3	Pressione {} para lançar Habilidade de Arma Dupla e trocar de arma
7304bec02f9597cc	O Arauto do Oriente, um jornal sobre o Jianghu, foi fundado por Du Gantang, o proprietário do Pavilhão do Vento Oriental. A Imprensa do Vento é uma mídia popular que escreve sobre notícias estranhas de todo o mundo para entreter seus leitores.
8765b36b7c0d6f1d	A outra parte está avaliando sua habilidade no xadrez.
dbcb19bb915574b2	"Uma criança travessa, inimiga jurada de ""Li Niu'er""."
d5fea462a6b7246f	Um renomado discípulo do Secto da Justiça, levado ao limite pela compaixão, mas conseguindo retornar do abismo. Ele carrega o peso do sacrifício de sua irmã e de seus companheiros caídos. Embora a Calamidade dos Fantoches Oníricos tenha forjado sua temível reputação, é a tênue esperança de curar o veneno letal em suas veias que alimenta sua vontade de sobreviver.
64774df43c1283cb	Senhora Zhang, onde está o irmão Zhang?
3efbaff6e08d8cae	Carregando...
a42a053dca4c5902	A'zhi, não perca sua fala. Vamos ver se ele realmente aguenta três dias.
2760c62c96fb0125	Venerável Celestial do Wuliang Abençoado...
ec97921c9e52a8d4	Algumas Artes Internais testadas pelo tempo foram dispersas em fragmentos durante a herança. Colete todos os fragmentos para compreendê-las completamente.
f14f1d422e68cf0d	então dentro de cem anos, o papel-moeda estará em uso.
98f0df1e2574c07d	Encontre o Velho Amigo - Zhao Weiye
483dc9eba48c7210	Essa gente fala bobagem, mas também são ágeis nos pés!
5f11a4bea454f340	Bolinhos do tamanho de codornas, finamente fatiados e recheados — bem quentinhos!
2cf2fbad6dcdf56e	Você encontra um indivíduo peculiar à beira do lago. Apesar de ileso e totalmente móvel, ele prefere passar fome a dar um único passo. Pergunte a ele por quê.
6e92b8f53efc44ea	O cachorro parece entender o que você disse.
86b364b5870d8c60	Mu Laosan expressa gratidão e começa a ponderar cuidadosamente.
aca0144f152d9e9c	Bolos de Flores
59f3db575bbc9e45	Sério? Com toda aquela fanfarronice, pensei que ele fosse realmente impressionante.
5b7c6530b65df1d3	Deixe o cardamomo siamense de molho e depois prepare este chá de ervas. Seu sabor único é refrescante e revigorante.
6ab078d9120bb9b5	Recompensa de classificação em 1º lugar (Prova do Mestre do Rio, Ligadura de Seda: Caminho de Jade). Pode ser exibido em seu perfil.
fb7b6ee849a60886	É só gente comum lá fora. O chá deles é o mais vulgar.
02784877f69919d9	A Habilidade Marcial <Arte da Lança Sem Nome|781|#C|10202> <Bloqueio de Qiankun|781|#C|10202|20102101> restaura mais Vigor ao ser usada e o #Yefeito de redução de consumo de Vigor#E obtido é melhorado (Corrida e Habilidades Carregadas ganham uma redução adicional), e sua duração é estendida. Acertar um alvo com sucesso aplica uma marca duradoura. Acertar uma unidade marcada novamente restaura Vigor.
1bc3d36ff2002108	Aumenta a Terapia do Qi em #G10,4%#E, expira no final do turno.
2a81d6d19f47f312	Pior ainda! A Irmã Ehuang dedicou sua alma àquela pintura, pincelada por pincelada. Você sabe quanto tempo leva para copiar uma única obra de arte?
2baeb77b23cc1d66	Esta doença é contraída em calor extremo. #RA taxa de sucesso da Arte Mística - Toque dos Meridianos é reduzida.
6f9df423f8b18951	Aumenta o dano da Habilidade Carregada em #Y15%#E por #Y6s#E. Exclusivo para #YLança Quebrador de Tempestades#E: Pode ativar a #JHabilidade de Percepção#E da #JHabilidade de Artes Marciais#E da #YLâmina do Grito do Trovão#E.
2f39c8f278be12ae	Interação Universal - Arte Mística
9bc24da670a2a6d7	"Desbloqueia o título de herói ""#e2e2e2Raposa Velha."""
e237c4e5fda47278	Está pronto.
3ada92ec62b11d8c	Lu Sheng realmente quer #Yprovar a culinária estranha feita por Yuan Tiantian#E. Ele está esperando que você possa comprá-la para ele. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
f90da77424b1d966	Qiu Yuehai parece conhecer muitas artes místicas, mas apenas o Voo do Meteoro é sua verdadeira arte suprema. Desde que os Oito Talentos se separaram, ele vagueia por Qinghe, observando o jianghu com diversão distante, mas secretamente buscando o herdeiro capaz de sua arte suprema.
22201d7de0eda6e2	Atualização do servidor em andamento, Arte Interna indisponível no momento.
a81744ea39618d1c	Panqueca temperada com cebolinha e gengibre, mais adequada para consumo antes do meio-dia. Dissipa o frio corporal e fortalece a vitalidade Yang.
74dda74e4a6785d0	Transforma-se brevemente em Dezasete Sortudo: Atacar um alvo o lança no ar. Se o alvo for um jogador, ele #Rdeixará cair um Manual de Arte Interna aleatório#E, que não pode ser recuperado por um curto período (máximo de um drop a cada 30s).\nPega! É você!
ea8b3852cedd771d	Pergaminho de Artes Místicas
e3b6ad095a669d19	Família Qi
5a7fc44774b4b808	Vitalidade é necessária para lançar Artes Místicas. Certas ações de recuperação têm #Y100%#E de chance de conceder #Y1#E de Vitalidade bônus. #Y10%#E de chance de ganhar #Y1#E de Vitalidade bônus quando você ganha Vitalidade atacando ou recebendo um golpe; nenhuma Vitalidade bônus é concedida quando você ganha Vitalidade ao desviar com sucesso um ataque.
128c2c8929b48000	Dominador - I
2af77368d9da5d9a	"Um carimbo e uma fita com Mozhou, Yingzhou e Ningzhou escritos neles. \nNa ""Velha História das Cinco Dinastias"", o imperador liderou dezenas de milhares de tropas e venceu a batalha sem disparar uma única flecha. \nNo final do reinado de Shizong, as Planícies Centrais tomaram o sul sem perder um único soldado, recuperando as três regiões de Yanyun, totalizando dezessete prefeituras."
ea693127198036e7	Discípulo da Ligação de Tinta
27204b6a44edd019	Ei, não beba tanto! Você vai cair direto da ponte!
5d117990b2141f24	Momo
c0812ac4065dba94	Preparei um novo batom para deslumbrar a todos. Mas naquela noite Ehuang apareceu usando seu novo batom também...
4fdb7e04dbf114ac	Ma Shenglyu, um vendedor de barraca na Estação Riverside, não para de chorar e abandonou seu negócio. Vá se informar para desencadear um encontro.
04748b5960f5359f	1. Complete Missões de Capítulo Perdido, Missões Secundárias, Histórias Secundárias ou abra baús para ganhar Pontos de Iluminação. \n2. Acumule Pontos de Epifania suficientes para ganhar Pontos de Talento. \n3. Use Pontos de Talento para ativar talentos. \n4. Alguns talentos exigem não apenas pontos de talento, mas também atender condições de desbloqueio.
9f82b9b3ac28ff42	Desbloqueia Arte Mística #YCorpo Dourado#E.\nCom ombros relaxados e postura ereta, ganhe um Corpo Dourado indestrutível.
8716dfaf2c4a1eff	Trocar Relíquias
233d8cadf5cbd323	Lançar uma #HHabilidade de Arte Marcial#E concede uma carga de #HJade#E. Com 8 cargas, #HJade#E desencadeia um trovão celestial para conceder #HIluminação do Trovão - Jade#E: pelos próximos 10 segundos, você ganha #HArmadura Hiper e 50% de Redução de Dano#E, 0,5 Florescimento por segundo e aumento de 30% no dano de #HHabilidade Especial#E.
92d27dabea3b2568	Huh? Você dormiu durante as aulas de história? As Doze Estátuas Douradas feitas pelo Primeiro Imperador de Qin. Ahem, elas foram feitas pelos Pesquisadores. Tinham mais de 30 metros de altura e eram capazes tanto de ataque quanto de defesa. Com elas, o Imperador Qin garantiu seu reinado sobre as terras...
c2ddf61753e163ec	Situação - Decoração
03322aeaf0f8db35	Enquanto o desastre se espalha na ausência do Mestre do Rio, investigue o Salão da Solidão Eterna para descobrir seu legado de controle de enchentes.
d1d960b9d5bd7e2b	Coração a Coração
9bff67dbb0a40f1c	Usado para Compreensão Interna de Arte.\n#HPassiva:#E Ao usar a Habilidade Marcial [Tristeza Sóbria] de [Lança do Ceutremor], o número de combos necessário para aprimorar seus efeitos é reduzido de 5/10 para 4/8.
1b3884d73a93d247	{0} Quest
bd41ef9828c87bba	Tang Lubao expressa gratidão e começa a ponderar cuidadosamente.
8bccac8057d2e19e	Um tufo de pelo amarelo estranho… Parece ser de algum animal. Será que aqueles macacos perto do Mar de Flores deixaram isso?
5578d9656c8d2d36	Causar dano direto, desviar ou realizar uma esquiva perfeita concede a você uma carga de #HUmbra#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HUmbra#E ativa um trovão celestial para conceder a você #HThunder Enlightenment - Umbra#E, concedendo a seguinte melhoria:\nReduz o custo de Resistência da #YHabilidade Especial “Golpe do Equilíbrio Interior III”#E da Espada Estratégica em 60%.\nAumenta o #Ydano alto de Sangramento#E da Arte Interna “Horizonte da Espada” em 80% e mantém 1 carga de Sangramento após ativar o dano alto de Sangramento.
c9281243efcd4a1e	Aposta é aposta! Já que vencemos esta batalha de palavras, entregue agora essa Arte Interna.
3cb068c1ce42ef58	Derrotar Inimigo Poderoso: Marionete das Sombras - Muqi uma vez ({0}/{1})
4182dd8cd65fc1ad	[Desbloqueio de Via Interna] Aprimore uma Via Interna do seu Caminho para o Nível 1
bdfef45a9c2e5623	Arte Interna
73fa32cf4e944a6e	O conjunto perfeito para um guerreiro do jianghu! Tudo pelo baixo preço de quinhentos wén!
beee5c0547e6949b	Obter Artes Internas
e97eda555c158310	O luar brilha através dos pinheiros, fontes claras fluem sobre as pedras. \nA Morada do Crepúsculo Outonal fica à beira d'água, uma tranquila habitação montanhosa aninhada na Planície. Shen Yilun, outrora oferecido uma grande propriedade dentro da cidade pela corte Song, recusou-a, escolhendo residir aqui em solidão. \nConhecido por seu credo de manter o reino sempre normal, Shen defendia a construção do celeiro e empréstimos de emergência para ajudar o povo. Para o povo comum, ele era um homem de profunda virtude. No entanto, após sobreviver a uma tentativa de assassinato durante uma inspeção no sul, ele se afastou dos eventos públicos, vivendo em reclusão. Isso nos faz pensar: até mesmo os corações mais puros podem perder seu caminho?
00cc6b5605af5403	Você verifica sua bolsa de moedas
d2c2a9b90cc1a3f9	Muito engraçado, senhor, mas sinto que há mais nisso do que parece.
2a8908bbd6ed2b04	Onde posso conseguir o Grampo de Cabelo de Framboesa Folha de Rosa?
93955f32b1bc93bf	Item Comum
722e9fbf1fd2d2fa	Obtido através do progresso de status dentro do Poço do Céu Sect.
b7c674d72ec6671c	Aluno Cabulador
3ef058a5bbe0c449	Tenha um artigo da Windpress publicado no World's Digest.
1c59319e959e80de	Lançar uma #HHabilidade de Arte Marcial#E concede a você uma carga de #HUmbra#E. Com 8 cargas, #HUmbra#E desencadeia um trovão celestial para conceder a você #HIluminação do Trovão - Umbra#E: pelos próximos 10 segundos, você ganha #HArmadura Hiper e 50% de Redução de Dano#E, sua #HHabilidade Especial#E custa 80% menos Vigor e causa 20% a mais de dano.
a58416af403b946a	Em 962 d.C., o Imperador Taizu visitou Zhao Pu à noite. De pé no vento e na neve, eles grelharam carne sobre brasas ardentes. Lá, elaboraram a estratégia: “Primeiro o Sul, depois o Norte; primeiro o fácil, depois o difícil.”
f7d9d10c03976fbd	Uma tensão pesada preenche o ar dentro do celeiro antes mesmo que o protagonista possa começar a discutir a redistribuição de grãos.\nSoldados, totalmente armados e prontos para a batalha, permanecem em silêncio sombrio.\nDe repente, o portão principal do Celeiro da Eterna Normalidade bate com um estrondo trovejante, e alarmes perfuram a quietude.\n—Toda a guarnição da cidade inexplicavelmente se torna hostil, e eles parecem querer matar o protagonista no local.
465722e8232a012f	Lançar uma Habilidade de Execução de Exaustão restaura PV com base no dano causado.
87ed942b1f1b2cac	Chatar
0ae1fd420cbd40c2	Quando <Habilidade Especial: Flagelo da Ganância> e seus ataques subsequentes de Água Dividida acertam uma unidade atordoada ou controlada, <Habilidade de Artes Marciais: Mente Confusa> causa 10 de dano de Qi bônus nos próximos 2 segundos.
1a030ec51f23a4c6	Rumores dizem que os Mestres do Rio vieram todos para o #HSalão da Solidão Eterna#E para conter as enchentes. Vá até lá e procure por esta espada.
c842c99208cc33c7	"O Shuowen Jiezi diz: ""Bo se refere a um cavalo de pelagem mista. O caractere combina o radical 'cavalo' com o componente fonético yao."" Entre os Cavalos Tuyuhun, aqueles com padrões de pelagem irregulares ou impuros eram chamados de Qingbo - Corredor Azul Mosqueado.\nA lenda conta que durante a dinastia Qin, as terras férteis de Ganlong produziam corcéis excepcionais conhecidos como ""Cavalo Qin"". No reinado do Imperador Jing do Han Ocidental, um vasto haras imperial foi fundado no noroeste para criar milhares desses cavalos. Mais tarde, o povo Tuyuhun veio pastar aqui. O Livro de Sui relata: ""Tuyuhun fica perto de Qinghai, onde há uma pequena colina sagrada. Eles acreditam que loongs acasalam com éguas no topo dela, portanto seus cavalos têm sangue de loong. Diz-se que um garanhão persa alimentado a grama uma vez atravessou o mar a nado, e gerou um potro malhado que corria mil léguas por dia."" Este potro lendário é conhecido como o Cavalo Tuyuhun.\nLargo de peito e de estrutura suave, o Cavalo Tuyuhun é poderoso, mas gentil e fácil de domar. Gosta de vagar em bandos, sempre seguindo um garanhão líder. Com ouvidos aguçados e olhos penetrantes, é inteligente e leal, criando laços estreitos com seus parentes. É bem adequado para montaria e trabalho de tração leve, e está entre as raças mais comuns nas Planícies Centrais."
1eed22dd4a87d639	Mestre do Secto do Pico Solitário
1e5b9d1fb8f553c9	Contém Bálsamo para Feridas e uma pequena quantidade de Jade do Eco
8c58346f15b497e5	Aquela fila do desfile é mais longa que meus noodles puxados! Quer uma tigela grande de noodles largos, senhor? Acrescente um ovo cozido e ganhe picles de graça!
45db0a7cc62268fb	[Celeiro Sempre-Normal] não suporta Modo Cooperativo. Você sairá desta área em breve
008e34cb3e41c764	Mestre
3715046d08125f7c	<Habilidade Marcial: Fio da Lâmina Amaldiçoada> causa 10 de dano de Qi bônus quando atinge uma unidade que não está se defendendo.
6786a63717efad5b	Eis que! Quatro Tesouros Eruditos vêm direto de Jiangnan!
45f72421ea396209	Desculpe, você precisa formar um grupo antes de criar um esquadrão.
bf35c0e50a02942b	Olhos abertos, pessoal!
cd55c9f0e155d6a5	Cause #G180%#E de dano e aumente a chance de Língua Afiada em #G2#E acúmulos (#G74%#E), até #G6#E acúmulos.
8e424677139bda06	"Yiluo, uma dançarina da Sombra Aveludada, frequentemente executa esta melodia dentro do Pavilhão Tanchun, esperando conquistar o coração de seu amado. Impressione-a com sua performance para ganhar a antiga partitura de pipa ""Ficha Taiping""."
229c4635afdcfd15	A água cai do céu e se acumula no poço. \n#YAo norte, leste, sul e oeste. Eu toco o Guqin do Dragão do Vento.#E \nO que você vê nem sempre é real. Os cegos confiam no coração.
08796c8bf257dd3d	Exploração de Qinghe
656271e58c2e8290	O veneno foi recebido, e Qin não percebeu. \n“Se a transação falhar, você compensará com sua vida.” Cumprirei a promessa, por favor não me apresse. \nLâminas da Meia-Noite Li
bdde19be24647b0f	Aumenta a redução de custo de Resistência para #Y20%#E após lançar a Habilidade de Arte Marcial da Lança Sem Nome, Bloqueio de Qiankun.
d34fe62e44263c43	Este para mim...
41c87589d577dea5	**Suspiros**... Esse castigo parece um pouco severo. O que exatamente você pisou daquele feiticeiro andarilho?
204fec0906e8fc0b	Participar da Arena 5v5 e alcançar o posto Desafiante I para obter
025b620a20f24ce3	Vale de Experimentação · Penteado Dançando entre Flores
5ccf6af0935fe161	O que te deixou tão inquieto na noite passada, meu bom cavalo?
44e3063a9ddf5993	Seu oponente está te avaliando.
cd48eaf913ca9862	"Usar Emote ""Juramento Yanyun"""
96fd260e90d8405b	Os anciãos da Agulha de Prata não deixaram nenhum tratamento nos pergaminhos?
5106355abac0d7d0	Discípulos da Sombra Veludo podem #ffc89cforjar Vínculo Heróico#E com várias pessoas ao mesmo tempo.\nPorém, tome cuidado para não ser abandonado. Se seu vínculo for cortado por outro, você perderá #ffc89c-30#E Ponto Flor.\nCompanheiros Atuais: #ffc89c{0}#E
de483ecd4e8bd25d	Probabilidade de recompensa #YLendária#E (incluindo garantida): 0.83% \n#YMinério Oito-Sons#E (incluindo garantida): 0.75% \n#YGraça Musical#E (incluindo garantida): 0.04% \n#YPasso Fantasma#E (incluindo garantida): 0.04% \nProbabilidade de recompensa Épica (incluindo garantida): 11.04% \nBálsamo Milenar, Vinte e Quatro Flores, Marionetismo - Masculino, Marionetismo - Feminino, Vaso da Garça, Marcha Solitária - Cabelo, Marcha Solitária - Roupas
7cbb476484f92b0a	O som guia o coração, e a clareza traz insight. Você compreendeu a essência desta Arte Mística e pode aprender outras! \n#YDesbloqueie mais espaços de Arte Mística Ofensiva#E para usar múltiplas Artes Místicas, aprimorando ataques principais
d16df47b683f2bb2	As roupas daquela Marionete dos Sonhos podem estar esfarrapadas e rasgadas, mas há obviamente uma cabaça medicinal de Agulha de Prata amarrada em sua cintura.
77863bef10299e3d	O mundo pulula com artistas de habilidade suprema. Mas a cor da tristeza escapa a cada pincel ainda...
2956c7a593652e43	Olhe por onde pisa, pode ser?
5e85b507fac40a32	Pior ainda! A Irmã Ehuang dedicou sua alma àquela pintura, pincelada por pincelada. Você sabe quanto tempo leva para copiar uma única obra de arte?
ea780558f436894e	Limite diário de Busca por Arte Interna atingido
b9093e9cf31d8752	A brisa da primavera vem do nordeste, trazendo chuva consigo.\nSob um milhão de noites sem luz,\nescutando os sons sutis acima das nuvens.\nEsperando que o trovão do despertar desça e golpeie o frio do inverno.
596ed165c77ae1e8	Irmão, sobre isso...
b260d77c08453291	Tortas de açúcar, Tortas de vegetação, Tortas de cordeiro, Tortas em no vapor, Tortas cozinhadas e Tortas oleosas~
25692320d74063f5	"Desbloqueia o título de herói ""Metamorfose""."
34d54f3aa8fb2536	Após mudar a dificuldade, você #Ynão poderá escolher#E o modo Lenda novamente. Confirmar ajuste?
43f4ed0b0d0935ca	"Desbloqueia o título de herói ""Rápido com as Palavras""."
6f0ec6c72436be73	Enquanto passeia pela rua movimentada, você flagra Shan'er, a infame coquete, abordando descaradamente o tímido estudante Nan Weiqing. Seus pedidos de ajuda chegam aos seus ouvidos...
a9be2dfea91ae554	Madiao
b2f052eaddb4e734	Adapta-se automaticamente à função de interação ou execução com base no estado atual do jogador: \nNo estado normal, você pode interagir, pegar itens ou conversar. \nQuando um inimigo está exausto nas proximidades, você pode executar o inimigo para causar dano significativo.
8fd1cff74eb0e839	Arte Interna
5f855dca8a606644	Despertar da Arte Interna
c25c23d99742d935	Usar para obter o título de herói limitado [Maior do Mundo]
57fffa14d726ac47	Você verifica sua bolsa de moedas
a36d27d395ece2ad	Capítulo Completo da Arte Interna
dd795a43942414b5	Eu pego o perfumado… ou o ainda mais perfumado?
6f0d2b87a58a8f2e	Minha vez
4c3b32e8d9c49a54	Yu Xiaoyao, sei que você está aí! Tem coragem de enganar as pessoas, mas não tem coragem de abrir a porta?
e77659de62d89449	“A ponta da lágrima é plana, mas o coração não é. Bata enquanto o ferro está quente, e combos frequentes são a chave.” Um registro do mantra do grupo de jovens damas.
9514be45ff8be1e6	Aluno Cabulador
68540f58edeeb56f	O Senhor He Luben foi ao Salão da Folia e trouxe algo de volta, mas não deixa ninguém ver!
71dbd9297ebb4c09	O Senhor do Dao supervisionou a construção de uma rota secreta de grãos sob o Mercado da Luz Fantasma, transportando secretamente comida do Celeiro Eterno para o subsolo da cidade para proteger o povo de Kaifeng da fome.
9e81569762c992e0	Li Huahua recebe um convite de Hua Wuque, o notório libertino, para um encontro no Jardim Imperial. Assustada, ela pede que você vá em seu lugar. Disfarce-se como ela e descubra o que ele quer.
85665496ae827ad1	É mesmo? *Tosse*... 'Ah, você mora em Jiangnan, mas eu permaneço em Qinghe. Cada dia anseio, cada noite me entristeço, derramando lágrimas de saudade...'
69d559aaafb49e05	Desafie as campanhas em Kaifeng para reivindicar Jades do Eco, Emotes e Poses.
72db613259920cd0	Comprado da Empada de Carne de Burro do Ma Shenglyu
5edcaf58067c5af4	Dominador
2f96badaf5f210e5	Desbloqueado no nível 20
a4673ba40bf01768	"Desbloqueia o título de herói ""Chamas do Pecado""."
4762bcf6f9cf064e	Um presente de amor costurado à mão por uma jovem, carregando seu desejo puro e simples. \n'As águas fluem, e o aipo brota verde. Corvos emparelhados voam para casa como um invisível.' \n\nAntes do jovem partir em sua longa jornada, ele prometeu a ela que voltaria um dia. \nEla preparou este lenço como presente para esse reencontro. Mas ele nunca voltou.
0fd1b62eff155321	Ai, minha barriga... Aquele maldito Pó de Progresso...
8b38aa415ff1b2d2	Você realmente consegue fazer remédio com cogumelos venenosos?
32904b0f3dfa4d75	Você encontra um indivíduo peculiar à beira do lago. Apesar de ileso e totalmente móvel, ele prefere passar fome a dar um único passo. Pergunte a ele por quê.
67af878715b7ec5e	Cao Jinyang pensa um pouco, depois ri constrangido, corando enquanto olha para Tao Jingjing.
7b7f5aadf66fa77e	Venham dar uma olhada! Cestos à venda - resistentes e bem-feitos!
09e357fa12f22863	Volume V - O Que Se Esconde Sob as Nuvens do Crepúsculo
c5c6e32c4681e566	Passeio em um Barco Pintado
6fc1addabf553580	Ele está em uma missão para receber uma pessoa importante e quer encontrar uma maneira de completar a tarefa perfeitamente e conseguir uma promoção. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
de11d0433302fc9e	Concede o título de herói [O Caminho Iluminado]
00340ac5f4287334	Isso... são as Lágrimas do Adeus?
08bf733fc3d19de8	A marinha no Lago Jinming tem treinado dia e noite. Você ouviu falar?
fc0614d3da261906	"Estou pegando a nova edição de #YA Fofoca#E! Eles estão publicando esta série chamada ""O Herói de Túnica Branca e o Loong"" e é incrível!"
1f65595466108d7e	Pergunta Concluída com Sucesso
d729371f377125af	Aqui, isto é para você.
9b518a5b61b5730b	Wang Duobao expressa gratidão e começa a ponderar cuidadosamente.
2dab59103049a07d	Tísica
5a1f46bd92939104	Cobiçado por estados rivais, o Navio de Guerra Colossal é crucial para as campanhas da Dinastia Song. Para protegê-lo, o Selo do Comandante Naval é dividido—Murong Yuan detém o Token de Embarque.
3ff17b2a727ea57a	Nenhuma Arte Interna disponível.
62d81d8cc937a365	A Arena foi desbloqueada. Pressione #HFellowship#E para entrar.
73c425e7abb6c666	Cultivar a força interior requer alta clareza mental, enquanto a Arte Interna Neve Noturna, nascida da paixão em sua forma mais pura, contradiz diretamente essa quietude. Dominar ambas é buscar a loucura.
3aa24136fb0c7c81	Obtido em Encontro - Precisa-se de Ajuda?
f0820b5861b54efa	Insolação
180020785ee84bd0	Arte Mística atual atingiu o nível máximo. Faça um avanço primeiro.
186085412e37bcfa	Chai Shipi expressa gratidão e começa a ponderar cuidadosamente.
c3efcffbf5623324	Colete três fragmentos da Cura da Floresta do Véu de Névoa para obter esta receita. Desbloqueia Cura: Escrito Antitóxico do Véu de Névoa, que efetivamente interrompe a propagação de fungos tóxicos.
3c2781b597a89625	Jin Nanshou expressa gratidão e começa a ponderar cuidadosamente.
b99ea7590c6a545a	Em Lingnan, a arte do veneno prospera. Escravos eram alimentados com videiras de ponta de flecha até a morte, depois enterrados. Quando cogumelos brotavam diretamente acima do abdômen do cadáver, quem os comia morria instantaneamente; os que brotavam nas mãos/pés/testa matavam em um dia; os próximos matavam em dias; os mais distantes em um mês ou dois; os mais longes ainda matavam dentro de um ano ou três. Apenas os antídotos da família Chen podiam curá-los. \nChen Huaiqing afirma ser um discípulo do imortal Eterno, que uma vez obteve uma Lâmpada Sempre Acesa da caverna do imortal. A lâmpada continha fórmulas para curar todos os venenos, mas a localização da caverna agora está perdida. Apesar da vigilância constante, ninguém viu Chen contatar o imortal.
7cf7ed8c42a2bf40	"Complete o encontro ""Escolta Cavalheiresca"""
9663b1a2fb77727f	Eu sabia que não estava errado sobre você, jovem mestre! Siga o caminho principal para fora da vila - cerca de seiscentos passos. Sob a grande árvore de olmo, você encontrará um ancião do Poço do Céu e seus discípulos.
